,regime_prob_0,regime_prob_1,regime_prob_2
2019-05-27,1.0,6.4029206878722e-244,0.0
2019-05-29,1.0,3.2408808412360674e-241,0.0
2019-05-30,1.0,1.4735622622754054e-238,0.0
2019-05-31,1.0,4.451527766170262e-242,0.0
2019-06-01,1.0,1.1920432232994516e-228,0.0
2019-06-02,1.0,2.03244945113423e-225,0.0
2019-06-03,1.0,5.0591883529036716e-225,0.0
2019-06-04,1.0,2.7787285582700743e-231,0.0
2019-06-05,1.0,1.238200949222149e-244,0.0
2019-06-06,1.0,2.881207648983449e-265,0.0
2019-06-07,1.0,5.825490704644057e-256,0.0
2019-06-08,1.0,7.901666446625243e-253,0.0
2019-06-09,1.0,3.503749838785847e-253,0.0
2019-06-10,1.0,1.444271903667504e-253,0.0
2019-06-11,1.0,1.9933384563735192e-259,0.0
2019-06-12,1.0,2.2092604747061475e-254,0.0
2019-06-13,1.0,4.140930465285818e-260,0.0
2019-06-14,1.0,5.421813807748125e-265,0.0
2019-06-15,1.0,9.433422111971925e-267,0.0
2019-06-16,1.0,8.911849929832022e-267,0.0
2019-06-17,1.0,9.723812051043088e-267,0.0
2019-06-18,1.0,3.9200832707034e-263,0.0
2019-06-19,1.0,3.026301232461747e-264,0.0
2019-06-20,1.0,1.0295922038939407e-274,0.0
2019-06-21,1.0,4.852543032519457e-269,0.0
2019-06-22,1.0,2.054807904723826e-263,0.0
2019-06-23,1.0,1.854588592623031e-264,0.0
2019-06-24,1.0,3.500115630770358e-265,0.0
2019-06-25,1.0,4.0229938694023134e-262,0.0
2019-06-26,1.0,2.242145918640464e-255,0.0
2019-06-27,1.0,2.990645391433518e-256,0.0
2019-06-28,1.0,3.015031111323607e-253,0.0
2019-06-29,1.0,1.751768330776764e-253,0.0
2019-06-30,1.0,7.029621181933282e-254,0.0
2019-07-01,1.0,8.877716186599073e-254,0.0
2019-07-02,1.0,3.723474257567618e-270,0.0
2019-07-03,1.0,5.750130215926798e-270,0.0
2019-07-04,1.0,5.5742589845935764e-273,0.0
2019-07-06,1.0,4.497562313179998e-270,0.0
2019-07-07,1.0,4.6148458599802826e-278,0.0
2019-07-08,1.0,2.3816179462603848e-278,0.0
2019-07-09,1.0,3.896418447565945e-270,0.0
2019-07-10,1.0,8.724469643664005e-268,0.0
2019-07-11,1.0,1.2712197205546713e-288,0.0
2019-07-12,1.0,1.3231773903064473e-294,0.0
2019-07-13,1.0,9.78430003060039e-301,0.0
2019-07-14,1.0,5.168741732049242e-301,0.0
2019-07-15,1.0,2.7966840941897203e-301,0.0
2019-07-16,1.0,8.97041020355892e-301,0.0
2019-07-17,1.0,3.3276880025999897e-304,0.0
2019-07-18,1.0,2.2550411035677652e-288,0.0
2019-07-19,1.0,3.814057187747967e-294,0.0
2019-07-20,1.0,1.6124125620191068e-286,0.0
2019-07-21,1.0,8.343717817052401e-287,0.0
2019-07-22,1.0,5.132041355568338e-287,0.0
2019-07-23,1.0,5.899429306489955e-293,0.0
2019-07-24,1.0,2.3869137240902214e-307,0.0
2019-07-25,1.0,7.70217849539945e-310,0.0
2019-07-26,1.0,1.5406972986312886e-300,0.0
2019-07-27,1.0,2.33622759288e-312,0.0
2019-07-28,1.0,4.77668858049e-312,0.0
2019-07-29,1.0,6.70969144354e-313,0.0
2019-07-30,1.0,2.3188240586321386e-302,0.0
2019-07-31,1.0,5.124826077463278e-294,0.0
2019-08-01,1.0,6.9594400479457165e-273,0.0
2019-08-02,1.0,1.004458659830073e-187,0.0
2019-08-03,1.0,2.94974109351075e-179,0.0
2019-08-04,1.0,1.3244312191726396e-178,0.0
2019-08-05,1.0,1.0266656841656061e-184,0.0
2019-08-06,1.0,3.3744675129967034e-68,0.0
2019-08-07,1.0,5.278261472386528e-154,0.0
2019-08-08,1.0,4.910996172091481e-156,0.0
2019-08-09,1.0,5.1995818614798206e-177,0.0
2019-08-10,1.0,3.0715359985039885e-171,0.0
2019-08-11,1.0,5.9463872573892645e-171,0.0
2019-08-12,1.0,3.7091287338804774e-170,0.0
2019-08-13,1.0,1.5206511720085624e-125,0.0
2019-08-14,1.0,3.1148057406769355e-160,0.0
2019-08-15,1.0,4.039248270318494e-92,0.0
2019-08-16,1.0,1.826229348020705e-108,0.0
2019-08-17,1.0,3.56364917357268e-141,0.0
2019-08-18,1.0,6.165599790212633e-141,0.0
2019-08-19,1.0,4.1438853212280876e-141,0.0
2019-08-20,1.0,1.2573292334816547e-158,0.0
2019-08-21,1.0,1.8921376198649332e-152,0.0
2019-08-22,1.0,2.681698176448867e-160,0.0
2019-08-23,1.0,1.1166602334024585e-157,0.0
2019-08-24,1.0,3.6648191237084625e-125,0.0
2019-08-25,1.0,8.942423992380355e-125,0.0
2019-08-26,1.0,7.976611172675135e-130,0.0
2019-08-27,1.0,3.3826102235167234e-140,0.0
2019-08-28,1.0,1.535574374320709e-121,0.0
2019-08-29,1.0,8.464626555605933e-133,0.0
2019-08-30,1.0,3.5148605739913977e-153,0.0
2019-08-31,1.0,9.345979826744602e-151,0.0
2019-09-01,1.0,4.291229312301213e-150,0.0
2019-09-02,1.0,4.6858830858323606e-129,0.0
2019-09-04,1.0,3.4769986505053397e-115,0.0
2019-09-05,1.0,1.83955194117568e-138,0.0
2019-09-06,1.0,2.7308055241337925e-147,0.0
2019-09-07,1.0,2.78092918266911e-150,0.0
2019-09-08,1.0,3.844058900659488e-150,0.0
2019-09-09,1.0,5.116586646166943e-150,0.0
2019-09-10,1.0,2.573919932629868e-152,0.0
2019-09-11,1.0,1.7225944264700092e-155,0.0
2019-09-12,1.0,1.5826140410907773e-164,0.0
2019-09-13,1.0,9.367131772806318e-168,0.0
2019-09-14,1.0,1.0425400162466602e-177,0.0
2019-09-15,1.0,4.31633630947308e-175,0.0
2019-09-16,1.0,6.79279644522311e-175,0.0
2019-09-17,1.0,3.301170931243134e-169,0.0
2019-09-18,1.0,1.1854857260511538e-166,0.0
2019-09-19,1.0,1.613209768229532e-160,0.0
2019-09-20,1.0,7.917078739118687e-158,0.0
2019-09-21,1.0,1.3955586919851896e-152,0.0
2019-09-22,1.0,1.0996857397870743e-152,0.0
2019-09-23,1.0,9.99330924177425e-153,0.0
2019-09-24,1.0,1.1245372987586443e-153,0.0
2019-09-25,1.0,6.89076623935767e-137,0.0
2019-09-26,1.0,1.5307294321047904e-149,0.0
2019-09-27,1.0,3.3482730348242134e-144,0.0
2019-09-28,1.0,1.0396203375083743e-138,0.0
2019-09-29,1.0,1.936721934250522e-138,0.0
2019-09-30,1.0,2.627163913747474e-138,0.0
2019-10-01,1.0,2.3689166104497845e-143,0.0
2019-10-02,1.0,5.967455620274872e-81,0.0
2019-10-03,1.0,2.542725599822321e-57,0.0
2019-10-04,1.0,7.407880714361512e-74,0.0
2019-10-05,1.0,3.4767917739580145e-88,0.0
2019-10-06,1.0,2.422474216765236e-84,0.0
2019-10-07,1.0,8.612225100009371e-85,0.0
2019-10-08,1.0,2.301478437239551e-80,0.0
2019-10-09,1.0,8.70145010066073e-59,0.0
2019-10-10,1.0,9.62127966824041e-77,0.0
2019-10-11,1.0,1.490845237622618e-86,0.0
2019-10-12,1.0,5.182045519116274e-98,0.0
2019-10-13,1.0,4.6710080245518027e-98,0.0
2019-10-14,1.0,4.546095689801505e-98,0.0
2019-10-16,1.0,3.713519509712078e-112,0.0
2019-10-17,1.0,4.745972553829511e-108,0.0
2019-10-18,1.0,2.5511441861416894e-105,0.0
2019-10-19,1.0,3.3262473889148093e-101,0.0
2019-10-20,1.0,4.155163973106101e-102,0.0
2019-10-21,1.0,6.323217629136932e-103,0.0
2019-10-22,1.0,5.959244754529049e-108,0.0
2019-10-23,1.0,1.7822931832345345e-105,0.0
2019-10-24,1.0,3.242862502578572e-110,0.0
2019-10-25,1.0,3.18484938615599e-114,0.0
2019-10-26,1.0,1.1842175938633927e-124,0.0
2019-10-27,1.0,5.023567094708597e-125,0.0
2019-10-28,1.0,2.5194349051251945e-125,0.0
2019-10-29,1.0,2.135421036630519e-127,0.0
2019-10-30,1.0,1.7279707049280726e-125,0.0
2019-10-31,1.0,3.3873177466864425e-132,0.0
2019-11-01,1.0,2.6243877165816095e-115,0.0
2019-11-02,1.0,2.3475060688913836e-66,0.0
2019-11-03,1.0,9.173606484195313e-67,0.0
2019-11-04,1.0,4.1642788967453046e-67,0.0
2019-11-05,1.0,5.644300906462872e-73,0.0
2019-11-06,1.0,1.3736957702116748e-76,0.0
2019-11-07,1.0,2.896043746032342e-77,0.0
2019-11-08,1.0,6.795749541440459e-82,0.0
2019-11-09,1.0,6.814820562254285e-92,0.0
2019-11-10,1.0,5.1754001917302455e-92,0.0
2019-11-11,1.0,1.047383491064477e-91,0.0
2019-11-13,1.0,6.416489353826216e-84,0.0
2019-11-14,1.0,1.0551728845260146e-79,0.0
2019-11-15,1.0,3.5979778902637037e-69,0.0
2019-11-16,1.0,7.461026924819753e-82,0.0
2019-11-17,1.0,4.378027241257512e-82,0.0
2019-11-18,1.0,2.5300558945944558e-82,0.0
2019-11-19,1.0,3.08977626629051e-74,0.0
2019-11-20,1.0,6.787207775372401e-67,0.0
2019-11-21,1.0,2.9625883268458435e-65,0.0
2019-11-22,1.0,3.496190413443629e-63,0.0
2019-11-23,1.0,7.831848960450379e-73,0.0
2019-11-24,1.0,5.4148402846961403e-73,0.0
2019-11-25,1.0,3.665665898995615e-73,0.0
2019-11-26,1.0,3.3638545771951637e-80,0.0
2019-11-27,1.0,2.0836401614825017e-85,0.0
2019-11-28,1.0,3.995861781006015e-84,0.0
2019-11-30,1.0,2.474950710875661e-72,0.0
2019-12-01,1.0,2.4164103081642793e-72,0.0
2019-12-02,1.0,1.0275222828607024e-72,0.0
2019-12-03,1.0,3.579172003202663e-57,0.0
2019-12-04,1.0,5.982349554578944e-52,0.0
2019-12-05,1.0,5.787433513958267e-60,0.0
2019-12-06,1.0,3.229584425306059e-62,0.0
2019-12-07,1.0,2.232845540542328e-71,0.0
2019-12-08,1.0,1.950267059810479e-71,0.0
2019-12-09,1.0,1.9666299880081362e-71,0.0
2019-12-10,1.0,5.568324917228023e-56,0.0
2019-12-11,1.0,1.3044192891448183e-54,0.0
2019-12-12,1.0,7.294769349339575e-56,0.0
2019-12-13,1.0,3.2998754046187095e-71,0.0
2019-12-14,1.0,1.7533930473970137e-76,0.0
2019-12-15,1.0,9.448766803122085e-77,0.0
2019-12-16,1.0,1.3846262536316723e-70,0.0
2019-12-17,1.0,1.9561013200192128e-79,0.0
2019-12-18,1.0,1.5459497734061957e-81,0.0
2019-12-19,1.0,1.175427899381816e-82,0.0
2019-12-20,1.0,5.151266308540067e-84,0.0
2019-12-21,1.0,3.381999145923694e-87,0.0
2019-12-22,1.0,3.569999240872554e-87,0.0
2019-12-23,1.0,6.580618028212512e-88,0.0
2019-12-24,1.0,8.770135236956196e-88,0.0
2019-12-25,1.0,1.6006335625196887e-86,0.0
2019-12-27,1.0,2.4800053618705086e-85,0.0
2019-12-28,1.0,5.350573932518803e-71,0.0
2019-12-29,1.0,1.4953110748034224e-71,0.0
2019-12-30,1.0,5.282591242669885e-72,0.0
2019-12-31,1.0,3.945784710783337e-60,0.0
2020-01-01,1.0,3.3355210047450005e-69,0.0
2020-01-03,1.0,1.1488542213425364e-92,0.0
2020-01-04,6.329529709734465e-12,0.9999999999936708,7.704918157069432e-300
2020-01-05,7.529906923432169e-12,0.99999999999247,4.7048837629998267e-300
2020-01-06,8.736222866518672e-12,0.9999999999912639,3.067210771913307e-300
2020-01-07,1.1648858923914741e-12,0.9999999999988347,2.70724882745271e-309
2020-01-08,8.728965870879129e-12,0.999999999991271,2.029469457718563e-309
2020-01-09,7.570913221000942e-13,0.9999999999992433,0.0
2020-01-10,4.724846323949742e-19,1.0,0.0
2020-01-11,5.086459918913834e-19,1.0,0.0
2020-01-12,6.703619934101611e-19,1.0,0.0
2020-01-13,6.9522720841017865e-19,1.0,0.0
2020-01-14,5.301889381716266e-21,1.0,0.0
2020-01-15,7.62245706514003e-22,1.0,0.0
2020-01-16,5.016469548090907e-22,1.0,0.0
2020-01-17,2.316733926033467e-23,1.0,0.0
2020-01-18,1.0652594235222947e-24,1.0,0.0
2020-01-19,1.0955525067716426e-24,1.0,0.0
2020-01-20,1.1801365729963284e-24,1.0,0.0
2020-01-22,1.3113782554465008e-19,1.0,0.0
2020-01-23,4.861757239914666e-19,1.0,0.0
2020-01-24,2.412046848602466e-18,1.0,0.0
2020-01-25,1.2929303198580858e-09,0.9999999987070698,2.4934819082893095e-298
2020-01-26,1.2866464857694528e-09,0.9999999987133528,5.363357658837631e-298
2020-01-27,1.2213472555497207e-09,0.9999999987786534,6.840570136828983e-298
2020-01-28,0.9757432115422608,0.024256788457738855,5.532649381494192e-256
2020-01-29,9.813916502504768e-05,0.9999018608349746,1.4513169835457497e-281
2020-01-30,0.0004081474595694802,0.9995918525404301,2.581021082650579e-277
2020-01-31,2.284357200124828e-06,0.9999977156428003,1.5177207194727433e-281
2020-02-01,0.9999999220707346,7.792926406035381e-08,3.60031890564362e-260
2020-02-02,0.9999999921057423,7.894258686772106e-09,2.0082731023533753e-272
2020-02-03,0.999999998486043,1.5139560453367838e-09,1.0904079017527943e-273
2020-02-04,0.9999924171715525,7.582828448518595e-06,1.022037694981639e-279
2020-02-05,0.005769346191479801,0.9942306538085216,1.7866351077638628e-298
2020-02-06,3.275936943229346e-06,0.9999967240630574,1.0865e-320
2020-02-07,1.7858089886328733e-06,0.9999982141910124,0.0
2020-02-08,0.0002891780879489493,0.9997108219120513,1.340471810158e-311
2020-02-09,0.00022345327867412553,0.999776546721326,2.97033461399e-311
2020-02-10,0.00018191184845589965,0.9998180881515448,5.5735593708593e-311
2020-02-11,8.240475174031729e-07,0.9999991759524838,1.73e-322
2020-02-12,1.7984278603989854e-06,0.9999982015721407,1.1e-322
2020-02-13,1.4155312457878039e-13,0.9999999999998579,0.0
2020-02-14,1.036060027354529e-11,0.9999999999896403,0.0
2020-02-15,2.614439301485822e-15,0.9999999999999982,0.0
2020-02-16,2.1405274732988772e-15,0.9999999999999982,0.0
2020-02-17,7.034460239206341e-16,1.0,0.0
2020-02-19,1.4694384251177983e-09,0.9999999985305621,0.0
2020-02-20,8.58724538877386e-12,0.9999999999914131,0.0
2020-02-21,1.3218885315808312e-06,0.9999986781114668,3.264665147e-315
2020-02-22,0.06668208823291653,0.9333179117670837,4.204374272452963e-294
2020-02-23,0.07354340295784421,0.9264565970421558,3.707444669969978e-294
2020-02-24,0.07975677276555826,0.9202432272344412,3.520890421230359e-294
2020-02-25,1.0,1.2797824505637939e-87,0.0
2020-02-26,1.0,4.864532800776257e-175,0.0
2020-02-27,1.0,4.5508538631351567e-175,0.0
2020-02-28,1.0,0.0,0.0
2020-02-29,1.0,0.0,0.0
2020-03-01,1.0,0.0,0.0
2020-03-02,1.0,0.0,0.0
2020-03-03,1.0,0.0,2.7234568821128867e-293
2020-03-04,1.0,0.0,0.0
2020-03-05,1.0,0.0,4.177767613025133e-261
2020-03-06,1.0,0.0,0.0
2020-03-07,1.0,0.0,0.0
2020-03-08,1.0,0.0,0.0
2020-03-09,1.0,0.0,0.0
2020-03-10,1.0,0.0,0.0
2020-03-11,1.0,0.0,0.0
2020-03-12,1.0,0.0,0.0
2020-03-13,1.0,0.0,0.0
2020-03-14,1.0,0.0,0.0
2020-03-15,1.0,0.0,0.0
2020-03-16,1.0,0.0,0.0
2020-03-17,1.0,0.0,0.0
2020-03-18,1.0,0.0,0.0
2020-03-19,1.0,0.0,0.0
2020-03-20,1.0,0.0,0.0
2020-03-21,1.0,0.0,0.0
2020-03-22,1.0,0.0,0.0
2020-03-23,1.0,0.0,0.0
2020-03-24,1.0,0.0,0.0
2020-03-25,1.0,0.0,0.0
2020-03-26,1.0,0.0,0.0
2020-03-27,1.0,0.0,0.0
2020-03-28,1.0,0.0,0.0
2020-03-29,1.0,0.0,0.0
2020-03-30,1.0,0.0,0.0
2020-03-31,1.0,0.0,0.0
2020-04-01,1.0,0.0,0.0
2020-04-02,1.0,0.0,0.0
2020-04-03,1.0,0.0,0.0
2020-04-04,1.0,0.0,0.0
2020-04-05,1.0,0.0,0.0
2020-04-06,1.0,0.0,0.0
2020-04-07,1.0,0.0,0.0
2020-04-08,1.0,0.0,0.0
2020-04-09,1.0,0.0,0.0
2020-04-10,1.0,0.0,0.0
2020-04-14,1.0,0.0,0.0
2020-04-15,1.0,0.0,0.0
2020-04-16,1.0,0.0,0.0
2020-04-17,1.0,0.0,0.0
2020-04-18,1.0,0.0,0.0
2020-04-19,1.0,0.0,0.0
2020-04-20,1.0,0.0,0.0
2020-04-21,1.0,0.0,0.0
2020-04-22,1.0,0.0,0.0
2020-04-23,1.0,0.0,0.0
2020-04-24,1.0,0.0,0.0
2020-04-25,1.0,0.0,2.3162335817303723e-270
2020-04-26,1.0,0.0,3.4989110699554273e-273
2020-04-27,1.0,0.0,1.81224044183478e-271
2020-04-28,1.0,0.0,1.429919794397375e-185
2020-04-29,1.0,0.0,7.74264149136632e-192
2020-04-30,1.0,0.0,2.3829598490087407e-136
2020-05-01,1.0,0.0,6.651738278176967e-212
2020-05-02,1.0,0.0,0.0
2020-05-03,1.0,0.0,0.0
2020-05-04,1.0,0.0,0.0
2020-05-05,1.0,0.0,3.523854927583051e-291
2020-05-06,1.0,0.0,1.2675036136594373e-24
2020-05-07,1.0,0.0,4.8779908399084325e-60
2020-05-08,2.4554426872038205e-47,0.0,1.0
2020-05-09,3.357277395132758e-171,0.0,1.0
2020-05-10,9.561304144009036e-171,0.0,1.0
2020-05-11,1.8182362976390065e-178,0.0,1.0
2020-05-12,1.0335140028545135e-202,0.0,1.0
2020-05-13,0.9999459825068557,0.0,5.4017493448344524e-05
2020-05-14,1.0,0.0,1.5122926555159948e-111
2020-05-15,0.9602097512041669,0.0,0.03979024879559136
2020-05-16,1.0,0.0,5.462226959090527e-25
2020-05-17,1.0,0.0,5.182904505810526e-25
2020-05-18,1.0,0.0,9.640891932872659e-32
2020-05-19,2.9337464607308754e-56,0.0,1.0
2020-05-20,0.00023637632443436856,0.0,0.9997636236755801
2020-05-21,1.4890627178401672e-94,0.0,1.0
2020-05-22,2.143552600905228e-62,0.0,1.0
2020-05-23,2.592598495362953e-115,0.0,1.0
2020-05-24,6.595585869046421e-115,0.0,1.0
2020-05-25,1.8178679247279353e-113,0.0,1.0
2020-05-27,1.703715634107869e-109,0.0,1.0
2020-05-28,3.5176623501121033e-125,0.0,1.0
2020-05-29,1.20863825913169e-78,0.0,1.0
2020-05-30,1.0214726940201037e-110,0.0,1.0
2020-05-31,1.1633215257504178e-110,0.0,1.0
2020-06-01,7.646109976433948e-111,0.0,1.0
2020-06-02,2.9225689400695135e-80,0.0,1.0
2020-06-03,1.3444508423727708e-136,0.0,1.0
2020-06-04,2.3862711491780444e-159,0.0,1.0
2020-06-05,2.432721459999576e-62,0.0,1.0
2020-06-06,6.43128701071414e-80,0.0,1.0
2020-06-07,8.664339440769492e-80,0.0,1.0
2020-06-08,1.623653896365666e-79,0.0,1.0
2020-06-09,3.0030050802765804e-39,0.0,1.0
2020-06-10,0.970856814370592,0.0,0.029143185629310488
2020-06-11,0.999957276291758,0.0,4.272370832359987e-05
2020-06-12,1.0,0.0,0.0
2020-06-13,1.0,0.0,0.0
2020-06-14,1.0,0.0,0.0
2020-06-15,1.0,0.0,0.0
2020-06-16,1.0,0.0,2.0212155225922044e-262
2020-06-17,1.0,0.0,2.0803758454063037e-236
2020-06-18,1.0,0.0,9.074726985277722e-228
2020-06-19,1.0,0.0,6.01170822093788e-200
2020-06-20,1.0,0.0,9.020418919237647e-306
2020-06-21,1.0,0.0,1.3046906461104047e-305
2020-06-22,1.0,0.0,3.2066010724367623e-307
2020-06-23,1.0,0.0,1.4863190016972776e-161
2020-06-24,1.0,0.0,1.2743879101206246e-151
2020-06-25,1.0,0.0,2.0565289463289043e-252
2020-06-26,1.0,0.0,8.292186718106336e-195
2020-06-27,1.0,0.0,2.8049196957763e-310
2020-06-28,1.0,0.0,6.67878474719285e-310
2020-06-29,1.0,0.0,2.2018788685e-314
2020-06-30,1.0,0.0,3.9033657649979914e-192
2020-07-01,1.0,0.0,4.259128810317739e-136
2020-07-02,1.0,0.0,1.8860154351028175e-57
2020-07-03,1.0,0.0,2.6178787986792715e-28
2020-07-07,1.0,0.0,3.9891113532374235e-113
2020-07-08,1.0,0.0,1.2658798706514e-156
2020-07-09,1.0,0.0,8.174861602946089e-119
2020-07-10,1.0,0.0,6.140913096717302e-157
2020-07-11,1.0,0.0,7.914085455061785e-102
2020-07-12,1.0,0.0,4.79988901702169e-102
2020-07-13,1.0,0.0,1.3612283385634401e-100
2020-07-14,1.0,0.0,4.4171718097012964e-262
2020-07-15,1.0,0.0,2.0644437341716205e-167
2020-07-16,1.0,0.0,4.567443195580784e-101
2020-07-17,1.0,0.0,3.9270466899452487e-106
2020-07-18,1.0,0.0,1.4265855791829094e-49
2020-07-19,1.0,0.0,1.797229528247422e-52
2020-07-20,1.0,0.0,1.3567535574777788e-46
2020-07-21,1.0,0.0,7.513919261145208e-19
2020-07-22,1.0,0.0,5.69045756346056e-28
2020-07-23,1.0,0.0,4.543960347471738e-22
2020-07-24,1.0,0.0,2.391876018818805e-55
2020-07-25,1.0,0.0,4.162173803495171e-51
2020-07-26,1.0,0.0,1.0826483556479474e-51
2020-07-27,1.0,0.0,5.328558089739494e-55
2020-07-28,1.0,0.0,1.3916332183177374e-28
2020-07-29,1.0,0.0,2.4841699881882026e-41
2020-07-30,1.0,0.0,1.1199350281194112e-19
2020-07-31,1.0,0.0,1.5640300566470131e-27
2020-08-01,1.0,0.0,2.073104925522867e-21
2020-08-02,1.0,0.0,1.1054772440500091e-22
2020-08-03,1.0,0.0,1.222864863933329e-20
2020-08-04,1.0,0.0,2.022987135455674e-26
2020-08-05,1.0,0.0,8.531183144717043e-45
2020-08-06,1.0,0.0,1.8750187906366692e-35
2020-08-07,1.0,0.0,6.292029680535078e-32
2020-08-08,1.0,0.0,6.281439153481692e-27
2020-08-09,1.0,0.0,2.6448163607898445e-27
2020-08-10,1.0,0.0,4.9136971988163235e-29
2020-08-11,1.0,0.0,2.530428799424627e-25
2020-08-12,1.0,0.0,5.687161176893507e-66
2020-08-13,1.0,0.0,2.1378540826109714e-41
2020-08-14,1.0,0.0,4.272412529410091e-37
2020-08-15,1.0,0.0,1.659993376631711e-26
2020-08-16,1.0,0.0,8.579499599166762e-27
2020-08-17,1.0,0.0,3.396428270102155e-28
2020-08-18,0.9999999999997726,0.0,2.2166020153458056e-13
2020-08-19,1.0,0.0,3.174738416392279e-17
2020-08-20,1.0,0.0,5.957029904099164e-29
2020-08-21,1.0,0.0,3.5007988105548756e-31
2020-08-22,1.0,0.0,5.630043278757705e-27
2020-08-23,1.0,0.0,3.92246242170247e-27
2020-08-24,1.0,0.0,1.445353959475225e-28
2020-08-25,1.0,0.0,2.195821653811135e-29
2020-08-26,1.0,0.0,1.8911968906846557e-27
2020-08-27,1.0,0.0,2.2264851644655018e-49
2020-08-28,1.0,0.0,2.227915475294439e-75
2020-08-29,1.0,0.0,1.2588292815471467e-53
2020-08-30,1.0,0.0,8.637401736236882e-54
2020-08-31,1.0,0.0,2.175999414569483e-54
2020-09-01,1.0,0.0,1.9435339018644533e-120
2020-09-02,1.0,0.0,1.807638377118942e-117
2020-09-03,1.0,0.0,8.499623350457518e-133
2020-09-04,1.0,0.0,0.0
2020-09-05,1.0,0.0,3.485355982617605e-263
2020-09-06,1.0,0.0,1.0375498223763542e-262
2020-09-07,1.0,0.0,9.9383802704397e-263
2020-09-09,1.0,0.0,3.814402451160614e-275
2020-09-10,1.0,0.0,7.713519761553199e-199
2020-09-11,1.0,0.0,9.04796987005391e-220
2020-09-12,1.0,0.0,4.639616246158778e-146
2020-09-13,1.0,0.0,5.718398149403597e-146
2020-09-14,1.0,0.0,7.0508700380171465e-146
2020-09-15,1.0,0.0,5.65915909089383e-125
2020-09-16,1.0,0.0,8.634750723226262e-122
2020-09-17,1.0,0.0,5.571438584462232e-132
2020-09-18,1.0,0.0,5.863225663477957e-141
2020-09-19,1.0,0.0,9.433065877835021e-127
2020-09-20,1.0,0.0,9.975779227448627e-127
2020-09-21,1.0,0.0,1.1127193849939616e-126
2020-09-22,1.0,0.0,2.2265118796046143e-168
2020-09-23,1.0,0.0,4.262886055026747e-148
2020-09-24,1.0,0.0,1.8288657357445192e-189
2020-09-25,1.0,0.0,6.161407003249245e-177
2020-09-26,1.0,0.0,7.445180856150925e-131
2020-09-27,1.0,0.0,3.8575444080196955e-131
2020-09-28,1.0,0.0,2.499180669469831e-131
2020-09-29,1.0,0.0,4.28047471393069e-124
2020-09-30,1.0,0.0,6.176376768886273e-129
2020-10-01,1.0,0.0,1.0402800800337379e-128
2020-10-02,1.0,0.0,2.952625023461969e-136
2020-10-03,1.0,0.0,3.513215849622618e-163
2020-10-04,1.0,0.0,3.896370591109591e-163
2020-10-05,1.0,0.0,2.7009870808237877e-165
2020-10-06,1.0,0.0,5.346708337378886e-183
2020-10-07,1.0,0.0,2.782338812498958e-215
2020-10-08,1.0,0.0,1.674944119556817e-183
2020-10-09,1.0,0.0,1.7665496393347208e-147
2020-10-10,1.0,0.0,1.5299074343709687e-123
2020-10-11,1.0,0.0,1.6960357626807678e-123
2020-10-12,1.0,0.0,2.6989128427929084e-122
2020-10-14,1.0,0.0,8.764786265203836e-143
2020-10-15,1.0,0.0,1.2370006680201435e-148
2020-10-16,1.0,0.0,9.54824870227084e-156
2020-10-17,1.0,0.0,3.345753723004643e-169
2020-10-18,1.0,0.0,3.5300383195494954e-169
2020-10-19,1.0,0.0,3.625623225225337e-169
2020-10-20,1.0,0.0,1.3564540190921295e-211
2020-10-21,1.0,0.0,2.3592613638969047e-221
2020-10-22,1.0,0.0,3.4098810762998967e-205
2020-10-23,1.0,0.0,3.2611549885823866e-192
2020-10-24,1.0,0.0,1.2204788640012905e-176
2020-10-25,1.0,0.0,1.282767773293359e-176
2020-10-26,1.0,0.0,1.0389968295863856e-176
2020-10-27,1.0,0.0,2.329e-320
2020-10-28,1.0,0.0,0.0
2020-10-29,1.0,0.0,0.0
2020-10-30,1.0,0.0,0.0
2020-10-31,1.0,0.0,0.0
2020-11-01,1.0,0.0,0.0
2020-11-02,1.0,0.0,0.0
2020-11-03,1.0,0.0,0.0
2020-11-04,1.0,0.0,0.0
2020-11-05,1.0,0.0,1.1885844907956844e-231
2020-11-06,1.0,0.0,3.836113107632354e-191
2020-11-07,1.0,0.0,2.1348892679106433e-140
2020-11-08,1.0,0.0,2.739964504000548e-140
2020-11-09,1.0,0.0,1.282958761760586e-138
2020-11-10,1.0,0.0,8.093938437446546e-163
2020-11-11,1.0,0.0,3.2848870187435563e-144
2020-11-13,1.0,0.0,8.783924011987132e-153
2020-11-14,1.0,0.0,3.462814929802363e-123
2020-11-15,1.0,0.0,5.746993459152743e-122
2020-11-16,1.0,0.0,5.71033179732309e-122
2020-11-17,1.0,0.0,8.947979586790728e-116
2020-11-18,1.0,0.0,3.6643912846209756e-116
2020-11-19,1.0,0.0,2.6797882901076224e-129
2020-11-20,1.0,0.0,3.175848199264176e-118
2020-11-21,1.0,0.0,1.441962210295825e-122
2020-11-22,1.0,0.0,1.608626134450191e-122
2020-11-23,1.0,0.0,1.7828246177505214e-122
2020-11-24,1.0,0.0,3.495443013873384e-114
2020-11-25,1.0,0.0,3.4730044032981394e-111
2020-11-26,1.0,0.0,4.2355347916380744e-108
2020-11-28,1.0,0.0,1.2950109456890874e-106
2020-11-29,1.0,0.0,1.3319045148727478e-106
2020-11-30,1.0,0.0,1.3225834158296175e-106
2020-12-01,1.0,0.0,1.802974364390546e-105
